ir_value
16811
16806
16817
16792
16823
16821
16808
16815
16871
16779
16817
16845
16793
16796
16825
16804
16809
16822
16823
16819
16788
16837
16822
16824
16822
16815
16807
16827
16821
16817
16818
16835
16792
16813
16810
16788
16810
16816
16783
16821
16812
16804
16806
16826
16803
16822
16816
16812
16814
16810
16832
16818
16817
16813
16821
16806
16811
16818
16829
16814
16817
16847
16820
16817
16812
16829
16815
16809
16814
16805
16802
16809
16825
16811
16815
16803
16828
16811
16800
16819
16813
16805
16828
16800
16817
16829
16821
16815
16825
16825
16798
16824
16816
16797
16817
16814
16805
16796
16817
16806
16817
16845
16811
16808
16834
16824
16838
16815
16833
16807
16818
16825
16799
16827
16825
16816
16817
16825
16813
16790
16817
16819
16809
16819
16804
16791
16819
16812
16799
16803
16805
16793
16802
16803
16806
16818
16793
16831
16814
16817
16837
16833
16806
16827
16831
16812
16829
16829
16809
16826
16811
16820
16826
16828
16869
16804
16813
16818
16819
16804
16800
16819
16798
16805
16825
16805
16813
16813
16815
16841
16815
16816
16827
16818
16795
16841
16819
16817
16831
16816
16805
16801
16799
16808
16821
16791
16813
16811
16809
16810
16812
16802
16813
16815
16796
16807
16810
16827
16798
16819
16846
16822
16813
16835
16808
16823
16816
16850
16802
16820
16843
16805
16799
16835
16806
16826
16819
16795
16816
16801
16798
16817
16818
16801
16796
16805
16822
16827
16820
16813
16838
16829
16825
16809
16816
16835
16819
16802
16805
16807
16810
16827
16821
16793
16814
16827
16792
16820
16824
16816
16823
16806
16818
16820
16813
16812
16812
16825
16835
16799
16829
16815
16807
16865
16840
16814
16831
16851
16807
16812
16832
16819
16788
16815
16847
16780
16824
16811
16806
16828
16824
16809
16792
16812
16807
16821
16810
16845
16826
16800
16820
16807
16812
16823
16820
16810
16821
16823
16816
16816
16804
16803
16799
16789
16818
16829
16824
16806
16820
16810
16808
16813
16803
16809
16812
16820
16841
16828
16814
16824
16806
16811
16825
16805
16801
16805
16800
16804
16811
16794
16808
16821
16794
16813
16825
16804
16811
16799
16802
16823
16818
16814
16824
16792
16838
16821
16810
16843
16815
16799
16818
16812
16810
16825
16814
16796
16816
16804
16802
16799
16812
16783
16804
16807
16802
16800
16804
16803
16812
16844
16817
16827
16836
16825
16799
16820
16858
16812
16800
16830
16803
16802
16841
16811
16821
16809
16814
16818
16799
16802
16814
16802
16778
16828
16821
16802
16810
16815
16813
16792
16806
16802
16804
16824
16814
16866
16826
16827
16852
16818
16831
16813
16794
16824
16799
16800
16821
16820
16792
16823
16824
16807
16806
16830
16821
16826
16819
16805
16808
16816
16813
16797
16820
16834
16816
16818
16810
16819
16816
16816
16812
16806
16827
16823
16813
16788
16832
16817
16791
16824
16786
16826
16808
16820
16815
16819
16799
16836
16860
16803
16813
16863
16842
16809
16801
16847
16811
16836
16840
16810
16800
16856
16811
16796
16809
16825
16798
16823
16805
16805
16811
16805
16781
16805
16827
16814
16821
16801
16816
16822
16814
16825
16815
16819
16825
16800
16813
16834
16813
16802
16816
16827
16809
16832
16814
16811
16821
16793
16814
16815
16789
16809
16810
16805
16855
16819
16822
16827
16814
16828
16813
16814
16804
16820
16824
16829
16817
16820
16832
16801
16804
16812
16834
16811
16810
16819
16797
16813
16809
16816
16815
16807
16789
16808
16806
16829
16812
16813
16821
16811
16819
16817
16835
16803
16845
16819
16822
16832
16799
16818
16821
16839
16827
16813
16835
16807
16823
16875
16807
16821
16852
16793
16806
16808
16817
16809
16813
16807
16822
16821
16823
16826
16810
16833
16829
16817
16838
16805
16828
16841
16827
16789
16833
16830
16802
16811
16820
16798
16826
16803
16786
16823
16832
16823
16814
16808
16798
16819
16810
16801
16824
16818
16851
16803
16809
16821
16815
16812
16843
16804
16794
16837
