ir_value
95839
95536
95582
95610
95619
95670
95655
95646
95622
95651
95643
95673
95684
95666
95681
95679
95649
95687
95686
95655
95652
95673
95678
95681
95687
95660
95643
95643
95601
95614
95558
95590
95550
95576
95552
95567
95549
95537
95518
95514
95559
95536
95533
95545
95527
95513
95541
95528
95546
95540
95520
95549
95531
95537
95536
95564
95525
95522
95546
95518
95514
95548
95517
95536
95544
95535
95527
95516
95517
95508
95505
95496
95497
95518
95515
95498
95513
95504
95508
95496
95481
95482
95466
95429
95441
95407
95380
95370
95369
95328
95346
95358
95349
95342
95358
95340
95362
95387
95374
95387
95413
95402
95412
95410
95406
95414
95431
95412
95442
95450
95438
95421
95421
95431
95404
95457
95435
95448
95453
95439
95437
95447
95419
95418
95414
95424
95428
95435
95405
95398
95381
95382
95395
95394
95375
95433
95390
95399
95423
95417
95400
95422
95422
95418
95417
95409
95411
95410
95405
95419
95419
95436
95402
95437
95426
95405
95425
95410
95402
95402
95424
95396
95405
95389
95370
95440
95416
95381
95394
95414
95396
95414
95422
95396
95418
95411
95390
95400
95333
95316
95312
95279
95270
95301
95290
95259
95277
95250
95247
95259
95276
95278
95317
95307
95314
95339
95336
95328
95343
95337
95324
95356
95385
95358
95344
95369
95343
95382
95381
95341
95355
95380
95365
95369
95381
95380
95351
95360
95381
95357
95386
95359
95338
95369
95353
95329
95329
95338
95340
95317
95325
95332
95332
95339
95338
95356
95372
95329
95358
95372
95352
95362
95366
95376
95352
95365
95365
95373
95360
95369
95360
95366
95369
95365
95371
95376
95365
95385
95340
95361
95357
95411
95348
95361
95389
95378
95380
95401
95373
95358
95377
95356
95305
95301
95296
95270
95282
95225
95210
95221
95199
95181
95197
95174
95192
95224
95212
95218
95228
95219
95218
95239
95253
95241
95253
95248
95241
95273
95255
95266
95278
95255
95249
95272
95256
95259
95290
95261
95267
95291
95270
95275
95300
95277
95269
95289
95252
95277
95291
95296
95276
95297
95277
95260
95296
95260
95271
95292
95282
95266
95298
95270
95291
95284
95266
95272
95305
95286
95280
95290
95274
95307
95313
95311
95294
95306
95294
95291
95294
95303
95283
95298
95302
95262
95300
95287
95256
95250
95270
95257
95283
95282
95140
95177
95162
95133
95103
95135
95072
95112
95097
95093
95101
95126
95115
95164
95163
95129
95186
95184
95174
95193
95192
95170
95214
95189
95147
95198
95180
95200
95218
95213
95178
95215
95227
95214
95247
95242
95230
95234
95231
95230
95235
95223
95225
95247
95229
95203
95236
95215
95197
95220
95213
95192
95214
95194
95202
95209
95202
95211
95216
95216
95198
95211
95206
95195
95247
95218
95220
95246
95229
95228
95247
95233
95227
95245
95266
95220
95259
95231
95233
95253
95241
95248
95265
95258
95263
95259
95255
95268
95267
95250
95272
95275
95275
95281
95257
95273
95266
95241
95243
95221
95185
95184
95155
95120
95110
95139
95101
